Year,Network,Species,Sex,Weight
2007,SGI,water.vole,female,90
2007,SGI,water.vole,female,90
2007,SGI,water.vole,female,90
2009,SGI,water.vole,female,90
2010,SGI,water.vole,female,90
2010,SGI,water.vole,female,90
2010,SGI,water.vole,female,90
2010,SGI,water.vole,female,90
2011,SGI,water.vole,female,90
2011,SGI,water.vole,female,90
2011,SGI,water.vole,female,90
2012,SGI,water.vole,female,90
2011,SGI,water.vole,female,92
2000,SGI,water.vole,female,94
2000,SGI,water.vole,female,95
2004,SGI,water.vole,female,95
2006,SGI,water.vole,female,95
2006,SGI,water.vole,female,95
2007,SGI,water.vole,female,95
2009,SGI,water.vole,female,95
2009,SGI,water.vole,female,95
2011,SGI,water.vole,female,95
2011,SGI,water.vole,female,95
2012,SGI,water.vole,female,95
2012,SGI,water.vole,female,95
2000,SGI,water.vole,female,100
2000,SGI,water.vole,female,100
2002,SGI,water.vole,female,100
2004,SGI,water.vole,female,100
2004,SGI,water.vole,female,100
2006,SGI,water.vole,female,100
2007,SGI,water.vole,female,100
2007,SGI,water.vole,female,100
2007,SGI,water.vole,female,100
2007,SGI,water.vole,female,100
2007,SGI,water.vole,female,100
2007,SGI,water.vole,female,100
2008,SGI,water.vole,female,100
2008,SGI,water.vole,female,100
2010,SGI,water.vole,female,100
2010,SGI,water.vole,female,100
2010,SGI,water.vole,female,100
2010,SGI,water.vole,female,100
2010,SGI,water.vole,female,100
2011,SGI,water.vole,female,100
2011,SGI,water.vole,female,100
2011,SGI,water.vole,female,100
2012,SGI,water.vole,female,100
2012,SGI,water.vole,female,100
2012,SGI,water.vole,female,100
2012,SGI,water.vole,female,100
2001,SGI,water.vole,female,105
2001,SGI,water.vole,female,105
2005,SGI,water.vole,female,105
2005,SGI,water.vole,female,105
2005,SGI,water.vole,female,105
2007,SGI,water.vole,female,105
2007,SGI,water.vole,female,105
2011,SGI,water.vole,female,105
2000,SGI,water.vole,female,110
2001,SGI,water.vole,female,110
2003,SGI,water.vole,female,110
2003,SGI,water.vole,female,110
2004,SGI,water.vole,female,110
2004,SGI,water.vole,female,110
2004,SGI,water.vole,female,110
2004,SGI,water.vole,female,110
2005,SGI,water.vole,female,110
2005,SGI,water.vole,female,110
2006,SGI,water.vole,female,110
2006,SGI,water.vole,female,110
2006,SGI,water.vole,female,110
2007,SGI,water.vole,female,110
2007,SGI,water.vole,female,110
2007,SGI,water.vole,female,110
2007,SGI,water.vole,female,110
2007,SGI,water.vole,female,110
2007,SGI,water.vole,female,110
2007,SGI,water.vole,female,110
2007,SGI,water.vole,female,110
2008,SGI,water.vole,female,110
2010,SGI,water.vole,female,110
2010,SGI,water.vole,female,110
2011,SGI,water.vole,female,110
2012,SGI,water.vole,female,110
2012,SGI,water.vole,female,110
2012,SGI,water.vole,female,110
2012,SGI,water.vole,female,110
2012,SGI,water.vole,female,110
2000,SGI,water.vole,female,112
2005,SGI,water.vole,female,115
2005,SGI,water.vole,female,115
2009,SGI,water.vole,female,115
2009,SGI,water.vole,female,115
2010,SGI,water.vole,female,115
2000,SGI,water.vole,female,120
2000,SGI,water.vole,female,120
2000,SGI,water.vole,female,120
2001,SGI,water.vole,female,120
2004,SGI,water.vole,female,120
2004,SGI,water.vole,female,120
2005,SGI,water.vole,female,120
2005,SGI,water.vole,female,120
2005,SGI,water.vole,female,120
2005,SGI,water.vole,female,120
2005,SGI,water.vole,female,120
2005,SGI,water.vole,female,120
2006,SGI,water.vole,female,120
2006,SGI,water.vole,female,120
2006,SGI,water.vole,female,120
2006,SGI,water.vole,female,120
2007,SGI,water.vole,female,120
2007,SGI,water.vole,female,120
2007,SGI,water.vole,female,120
2007,SGI,water.vole,female,120
2007,SGI,water.vole,female,120
2007,SGI,water.vole,female,120
2007,SGI,water.vole,female,120
2007,SGI,water.vole,female,120
2007,SGI,water.vole,female,120
2007,SGI,water.vole,female,120
2009,SGI,water.vole,female,120
2010,SGI,water.vole,female,120
2011,SGI,water.vole,female,120
2011,SGI,water.vole,female,120
1999,SGI,water.vole,female,125
1999,SGI,water.vole,female,125
2001,SGI,water.vole,female,125
2002,SGI,water.vole,female,125
2004,SGI,water.vole,female,125
2005,SGI,water.vole,female,125
2005,SGI,water.vole,female,125
2006,SGI,water.vole,female,125
2007,SGI,water.vole,female,125
2007,SGI,water.vole,female,125
2007,SGI,water.vole,female,125
2008,SGI,water.vole,female,125
2008,SGI,water.vole,female,125
2010,SGI,water.vole,female,125
2012,SGI,water.vole,female,125
2001,SGI,water.vole,female,130
2003,SGI,water.vole,female,130
2004,SGI,water.vole,female,130
2005,SGI,water.vole,female,130
2005,SGI,water.vole,female,130
2005,SGI,water.vole,female,130
2006,SGI,water.vole,female,130
2006,SGI,water.vole,female,130
2007,SGI,water.vole,female,130
2007,SGI,water.vole,female,130
2007,SGI,water.vole,female,130
2007,SGI,water.vole,female,130
2007,SGI,water.vole,female,130
2009,SGI,water.vole,female,130
2010,SGI,water.vole,female,130
1999,SGI,water.vole,female,135
2002,SGI,water.vole,female,135
2003,SGI,water.vole,female,135
2005,SGI,water.vole,female,135
2006,SGI,water.vole,female,135
2009,SGI,water.vole,female,135
2011,SGI,water.vole,female,135
2011,SGI,water.vole,female,135
2000,SGI,water.vole,female,137
2000,SGI,water.vole,female,140
2000,SGI,water.vole,female,140
2002,SGI,water.vole,female,140
2003,SGI,water.vole,female,140
2003,SGI,water.vole,female,140
2004,SGI,water.vole,female,140
2004,SGI,water.vole,female,140
2005,SGI,water.vole,female,140
2005,SGI,water.vole,female,140
2005,SGI,water.vole,female,140
2007,SGI,water.vole,female,140
2007,SGI,water.vole,female,140
2007,SGI,water.vole,female,140
2007,SGI,water.vole,female,140
2007,SGI,water.vole,female,140
2008,SGI,water.vole,female,140
2009,SGI,water.vole,female,140
2010,SGI,water.vole,female,140
2010,SGI,water.vole,female,140
2010,SGI,water.vole,female,140
2011,SGI,water.vole,female,140
2000,SGI,water.vole,female,145
2000,SGI,water.vole,female,145
2002,SGI,water.vole,female,145
2002,SGI,water.vole,female,145
2002,SGI,water.vole,female,145
2006,SGI,water.vole,female,145
2006,SGI,water.vole,female,145
2007,SGI,water.vole,female,145
2007,SGI,water.vole,female,145
2000,SGI,water.vole,female,150
2000,SGI,water.vole,female,150
2000,SGI,water.vole,female,150
2002,SGI,water.vole,female,150
2003,SGI,water.vole,female,150
2003,SGI,water.vole,female,150
2004,SGI,water.vole,female,150
2004,SGI,water.vole,female,150
2004,SGI,water.vole,female,150
2005,SGI,water.vole,female,150
2005,SGI,water.vole,female,150
2006,SGI,water.vole,female,150
2007,SGI,water.vole,female,150
2007,SGI,water.vole,female,150
2007,SGI,water.vole,female,150
2007,SGI,water.vole,female,150
2007,SGI,water.vole,female,150
2007,SGI,water.vole,female,150
2009,SGI,water.vole,female,150
2011,SGI,water.vole,female,150
2012,SGI,water.vole,female,150
2005,SGI,water.vole,female,155
2006,SGI,water.vole,female,155
2006,SGI,water.vole,female,155
2007,SGI,water.vole,female,155
2000,SGI,water.vole,female,160
2002,SGI,water.vole,female,160
2002,SGI,water.vole,female,160
2004,SGI,water.vole,female,160
2006,SGI,water.vole,female,160
2006,SGI,water.vole,female,160
2006,SGI,water.vole,female,160
2006,SGI,water.vole,female,160
2007,SGI,water.vole,female,160
2007,SGI,water.vole,female,160
2010,SGI,water.vole,female,160
2012,SGI,water.vole,female,160
2000,SGI,water.vole,female,165
2004,SGI,water.vole,female,165
2005,SGI,water.vole,female,165
2007,SGI,water.vole,female,165
2008,SGI,water.vole,female,165
2010,SGI,water.vole,female,165
2000,SGI,water.vole,female,170
2000,SGI,water.vole,female,170
2004,SGI,water.vole,female,170
2005,SGI,water.vole,female,170
2005,SGI,water.vole,female,170
2005,SGI,water.vole,female,170
2006,SGI,water.vole,female,170
2007,SGI,water.vole,female,170
2007,SGI,water.vole,female,170
2007,SGI,water.vole,female,170
2007,SGI,water.vole,female,170
2010,SGI,water.vole,female,170
2011,SGI,water.vole,female,170
2011,SGI,water.vole,female,170
2011,SGI,water.vole,female,170
2012,SGI,water.vole,female,170
2012,SGI,water.vole,female,170
2002,SGI,water.vole,female,175
2003,SGI,water.vole,female,175
2006,SGI,water.vole,female,175
2007,SGI,water.vole,female,175
2008,SGI,water.vole,female,175
2008,SGI,water.vole,female,175
2012,SGI,water.vole,female,175
2012,SGI,water.vole,female,175
1999,SGI,water.vole,female,180
1999,SGI,water.vole,female,180
2004,SGI,water.vole,female,180
2004,SGI,water.vole,female,180
2005,SGI,water.vole,female,180
2005,SGI,water.vole,female,180
2005,SGI,water.vole,female,180
2006,SGI,water.vole,female,180
2006,SGI,water.vole,female,180
2006,SGI,water.vole,female,180
2007,SGI,water.vole,female,180
2007,SGI,water.vole,female,180
2007,SGI,water.vole,female,180
2007,SGI,water.vole,female,180
2007,SGI,water.vole,female,180
2008,SGI,water.vole,female,180
2008,SGI,water.vole,female,180
2011,SGI,water.vole,female,180
2011,SGI,water.vole,female,180
2011,SGI,water.vole,female,180
2000,SGI,water.vole,female,185
2000,SGI,water.vole,female,185
2000,SGI,water.vole,female,185
2002,SGI,water.vole,female,185
2002,SGI,water.vole,female,185
2005,SGI,water.vole,female,185
2007,SGI,water.vole,female,185
2010,SGI,water.vole,female,185
2010,SGI,water.vole,female,185
2011,SGI,water.vole,female,185
2012,SGI,water.vole,female,185
1999,SGI,water.vole,female,190
2004,SGI,water.vole,female,190
2005,SGI,water.vole,female,190
2006,SGI,water.vole,female,190
2007,SGI,water.vole,female,190
2007,SGI,water.vole,female,190
2007,SGI,water.vole,female,190
2007,SGI,water.vole,female,190
2008,SGI,water.vole,female,190
2008,SGI,water.vole,female,190
2009,SGI,water.vole,female,190
2009,SGI,water.vole,female,190
2010,SGI,water.vole,female,190
2010,SGI,water.vole,female,190
2010,SGI,water.vole,female,190
2010,SGI,water.vole,female,190
2011,SGI,water.vole,female,190
2011,SGI,water.vole,female,190
2008,SGI,water.vole,female,195
1999,SGI,water.vole,female,200
2000,SGI,water.vole,female,200
2001,SGI,water.vole,female,200
2002,SGI,water.vole,female,200
2002,SGI,water.vole,female,200
2005,SGI,water.vole,female,200
2005,SGI,water.vole,female,200
2005,SGI,water.vole,female,200
2007,SGI,water.vole,female,200
2007,SGI,water.vole,female,200
2007,SGI,water.vole,female,200
2007,SGI,water.vole,female,200
2007,SGI,water.vole,female,200
2007,SGI,water.vole,female,200
2008,SGI,water.vole,female,200
2008,SGI,water.vole,female,200
2008,SGI,water.vole,female,200
2008,SGI,water.vole,female,200
2010,SGI,water.vole,female,200
2010,SGI,water.vole,female,200
2010,SGI,water.vole,female,200
2003,SGI,water.vole,female,205
2005,SGI,water.vole,female,205
2006,SGI,water.vole,female,205
2006,SGI,water.vole,female,205
2011,SGI,water.vole,female,205
2002,SGI,water.vole,female,210
2005,SGI,water.vole,female,210
2006,SGI,water.vole,female,210
2006,SGI,water.vole,female,210
2006,SGI,water.vole,female,210
2007,SGI,water.vole,female,210
2008,SGI,water.vole,female,210
2009,SGI,water.vole,female,210
2012,SGI,water.vole,female,210
1999,SGI,water.vole,female,215
2004,SGI,water.vole,female,215
1999,SGI,water.vole,female,220
2000,SGI,water.vole,female,220
2000,SGI,water.vole,female,220
2004,SGI,water.vole,female,220
2005,SGI,water.vole,female,220
2005,SGI,water.vole,female,220
2006,SGI,water.vole,female,220
2006,SGI,water.vole,female,220
2007,SGI,water.vole,female,220
2007,SGI,water.vole,female,220
2007,SGI,water.vole,female,220
2007,SGI,water.vole,female,220
2009,SGI,water.vole,female,220
2010,SGI,water.vole,female,220
2012,SGI,water.vole,female,220
1999,SGI,water.vole,female,225
2006,SGI,water.vole,female,225
2006,SGI,water.vole,female,225
2002,SGI,water.vole,female,230
2005,SGI,water.vole,female,230
2005,SGI,water.vole,female,230
2006,SGI,water.vole,female,230
2006,SGI,water.vole,female,230
2006,SGI,water.vole,female,230
2006,SGI,water.vole,female,230
2010,SGI,water.vole,female,230
2010,SGI,water.vole,female,230
2011,SGI,water.vole,female,230
2000,SGI,water.vole,female,235
2005,SGI,water.vole,female,235
2008,SGI,water.vole,female,235
2001,SGI,water.vole,female,240
2002,SGI,water.vole,female,240
2005,SGI,water.vole,female,240
2007,SGI,water.vole,female,240
2007,SGI,water.vole,female,240
2009,SGI,water.vole,female,240
1999,SGI,water.vole,female,245
1999,SGI,water.vole,female,245
2001,SGI,water.vole,female,245
2004,SGI,water.vole,female,245
2005,SGI,water.vole,female,245
2005,SGI,water.vole,female,245
2007,SGI,water.vole,female,245
2007,SGI,water.vole,female,245
2009,SGI,water.vole,female,245
2011,SGI,water.vole,female,245
2002,SGI,water.vole,female,250
2007,SGI,water.vole,female,250
2007,SGI,water.vole,female,250
1999,SGI,water.vole,female,255
2003,SGI,water.vole,female,255
2005,SGI,water.vole,female,255
2010,SGI,water.vole,female,255
2002,SGI,water.vole,female,265
2006,SGI,water.vole,female,265
2000,SGI,water.vole,female,270
2006,SGI,water.vole,female,270
2007,SGI,water.vole,female,280
1999,SGI,water.vole,female,290
2006,SGI,water.vole,female,290
2006,SGI,water.vole,female,290
2007,SGI,water.vole,female,290
2010,SGI,water.vole,male,25
2009,SGI,water.vole,male,30
2009,SGI,water.vole,male,30
2010,SGI,water.vole,male,30
2004,SGI,water.vole,male,35
2005,SGI,water.vole,male,35
2006,SGI,water.vole,male,35
2007,SGI,water.vole,male,35
2009,SGI,water.vole,male,35
2011,SGI,water.vole,male,35
2002,SGI,water.vole,male,40
2002,SGI,water.vole,male,40
2002,SGI,water.vole,male,40
2004,SGI,water.vole,male,40
2007,SGI,water.vole,male,40
2007,SGI,water.vole,male,40
2002,SGI,water.vole,male,45
2005,SGI,water.vole,male,45
2005,SGI,water.vole,male,45
2006,SGI,water.vole,male,45
2006,SGI,water.vole,male,45
2007,SGI,water.vole,male,45
2007,SGI,water.vole,male,45
2007,SGI,water.vole,male,45
2009,SGI,water.vole,male,45
2000,SGI,water.vole,male,50
2002,SGI,water.vole,male,50
2004,SGI,water.vole,male,50
2005,SGI,water.vole,male,50
2006,SGI,water.vole,male,50
2007,SGI,water.vole,male,50
2007,SGI,water.vole,male,50
2007,SGI,water.vole,male,50
2007,SGI,water.vole,male,50
2007,SGI,water.vole,male,50
2010,SGI,water.vole,male,50
2011,SGI,water.vole,male,50
2012,SGI,water.vole,male,50
2012,SGI,water.vole,male,50
2004,SGI,water.vole,male,55
2006,SGI,water.vole,male,55
2009,SGI,water.vole,male,55
2009,SGI,water.vole,male,55
2009,SGI,water.vole,male,55
2012,SGI,water.vole,male,55
2004,SGI,water.vole,male,60
2005,SGI,water.vole,male,60
2006,SGI,water.vole,male,60
2006,SGI,water.vole,male,60
2007,SGI,water.vole,male,60
2007,SGI,water.vole,male,60
2007,SGI,water.vole,male,60
2007,SGI,water.vole,male,60
2010,SGI,water.vole,male,60
2011,SGI,water.vole,male,60
2012,SGI,water.vole,male,60
2012,SGI,water.vole,male,60
2000,SGI,water.vole,male,65
2004,SGI,water.vole,male,65
2005,SGI,water.vole,male,65
2005,SGI,water.vole,male,65
2005,SGI,water.vole,male,65
2005,SGI,water.vole,male,65
2010,SGI,water.vole,male,65
2010,SGI,water.vole,male,65
2000,SGI,water.vole,male,70
2000,SGI,water.vole,male,70
2004,SGI,water.vole,male,70
2004,SGI,water.vole,male,70
2004,SGI,water.vole,male,70
2005,SGI,water.vole,male,70
2005,SGI,water.vole,male,70
2005,SGI,water.vole,male,70
2005,SGI,water.vole,male,70
2005,SGI,water.vole,male,70
2005,SGI,water.vole,male,70
2006,SGI,water.vole,male,70
2006,SGI,water.vole,male,70
2006,SGI,water.vole,male,70
2006,SGI,water.vole,male,70
2006,SGI,water.vole,male,70
2007,SGI,water.vole,male,70
2007,SGI,water.vole,male,70
2007,SGI,water.vole,male,70
2008,SGI,water.vole,male,70
2008,SGI,water.vole,male,70
2008,SGI,water.vole,male,70
2012,SGI,water.vole,male,70
1999,SGI,water.vole,male,75
2000,SGI,water.vole,male,75
2005,SGI,water.vole,male,75
2007,SGI,water.vole,male,75
2007,SGI,water.vole,male,75
2010,SGI,water.vole,male,75
2010,SGI,water.vole,male,75
2010,SGI,water.vole,male,75
2010,SGI,water.vole,male,75
2012,SGI,water.vole,male,75
2000,SGI,water.vole,male,80
2002,SGI,water.vole,male,80
2004,SGI,water.vole,male,80
2005,SGI,water.vole,male,80
2005,SGI,water.vole,male,80
2005,SGI,water.vole,male,80
2005,SGI,water.vole,male,80
2005,SGI,water.vole,male,80
2005,SGI,water.vole,male,80
2006,SGI,water.vole,male,80
2007,SGI,water.vole,male,80
2007,SGI,water.vole,male,80
2007,SGI,water.vole,male,80
2007,SGI,water.vole,male,80
2007,SGI,water.vole,male,80
2007,SGI,water.vole,male,80
2008,SGI,water.vole,male,80
2010,SGI,water.vole,male,80
2010,SGI,water.vole,male,80
2010,SGI,water.vole,male,80
2012,SGI,water.vole,male,80
2012,SGI,water.vole,male,80
2012,SGI,water.vole,male,80
2002,SGI,water.vole,male,85
2004,SGI,water.vole,male,85
2006,SGI,water.vole,male,85
2006,SGI,water.vole,male,85
2008,SGI,water.vole,male,85
2011,SGI,water.vole,male,85
2011,SGI,water.vole,male,85
2000,SGI,water.vole,male,90
2004,SGI,water.vole,male,90
2004,SGI,water.vole,male,90
2004,SGI,water.vole,male,90
2005,SGI,water.vole,male,90
2005,SGI,water.vole,male,90
2006,SGI,water.vole,male,90
2006,SGI,water.vole,male,90
2006,SGI,water.vole,male,90
2007,SGI,water.vole,male,90
2007,SGI,water.vole,male,90
2007,SGI,water.vole,male,90
2007,SGI,water.vole,male,90
2007,SGI,water.vole,male,90
2007,SGI,water.vole,male,90
2007,SGI,water.vole,male,90
2007,SGI,water.vole,male,90
2007,SGI,water.vole,male,90
2007,SGI,water.vole,male,90
2007,SGI,water.vole,male,90
2008,SGI,water.vole,male,90
2008,SGI,water.vole,male,90
2010,SGI,water.vole,male,90
2010,SGI,water.vole,male,90
2010,SGI,water.vole,male,90
2010,SGI,water.vole,male,90
2010,SGI,water.vole,male,90
2010,SGI,water.vole,male,90
2010,SGI,water.vole,male,90
2010,SGI,water.vole,male,90
2011,SGI,water.vole,male,90
1999,SGI,water.vole,male,95
2002,SGI,water.vole,male,95
2004,SGI,water.vole,male,95
2004,SGI,water.vole,male,95
2005,SGI,water.vole,male,95
2005,SGI,water.vole,male,95
2005,SGI,water.vole,male,95
2006,SGI,water.vole,male,95
2006,SGI,water.vole,male,95
2006,SGI,water.vole,male,95
2007,SGI,water.vole,male,95
2011,SGI,water.vole,male,95
2011,SGI,water.vole,male,95
2012,SGI,water.vole,male,95
1999,SGI,water.vole,male,100
1999,SGI,water.vole,male,100
2004,SGI,water.vole,male,100
2004,SGI,water.vole,male,100
2004,SGI,water.vole,male,100
2004,SGI,water.vole,male,100
2005,SGI,water.vole,male,100
2005,SGI,water.vole,male,100
2006,SGI,water.vole,male,100
2006,SGI,water.vole,male,100
2006,SGI,water.vole,male,100
2006,SGI,water.vole,male,100
2006,SGI,water.vole,male,100
2006,SGI,water.vole,male,100
2006,SGI,water.vole,male,100
2007,SGI,water.vole,male,100
2007,SGI,water.vole,male,100
2007,SGI,water.vole,male,100
2007,SGI,water.vole,male,100
2007,SGI,water.vole,male,100
2007,SGI,water.vole,male,100
2007,SGI,water.vole,male,100
2007,SGI,water.vole,male,100
2007,SGI,water.vole,male,100
2007,SGI,water.vole,male,100
2007,SGI,water.vole,male,100
2007,SGI,water.vole,male,100
2007,SGI,water.vole,male,100
2009,SGI,water.vole,male,100
2009,SGI,water.vole,male,100
2009,SGI,water.vole,male,100
2009,SGI,water.vole,male,100
2009,SGI,water.vole,male,100
2009,SGI,water.vole,male,100
2010,SGI,water.vole,male,100
2010,SGI,water.vole,male,100
2010,SGI,water.vole,male,100
2010,SGI,water.vole,male,100
2010,SGI,water.vole,male,100
2010,SGI,water.vole,male,100
2011,SGI,water.vole,male,100
2011,SGI,water.vole,male,100
2012,SGI,water.vole,male,100
2012,SGI,water.vole,male,100
2011,SGI,water.vole,male,102
2002,SGI,water.vole,male,105
2003,SGI,water.vole,male,105
2005,SGI,water.vole,male,105
2006,SGI,water.vole,male,105
2006,SGI,water.vole,male,105
2006,SGI,water.vole,male,105
2007,SGI,water.vole,male,105
2008,SGI,water.vole,male,105
2008,SGI,water.vole,male,105
2009,SGI,water.vole,male,105
2010,SGI,water.vole,male,105
2011,SGI,water.vole,male,105
2012,SGI,water.vole,male,105
1999,SGI,water.vole,male,110
2000,SGI,water.vole,male,110
2002,SGI,water.vole,male,110
2004,SGI,water.vole,male,110
2004,SGI,water.vole,male,110
2004,SGI,water.vole,male,110
2004,SGI,water.vole,male,110
2004,SGI,water.vole,male,110
2005,SGI,water.vole,male,110
2005,SGI,water.vole,male,110
2005,SGI,water.vole,male,110
2005,SGI,water.vole,male,110
2005,SGI,water.vole,male,110
2005,SGI,water.vole,male,110
2006,SGI,water.vole,male,110
2006,SGI,water.vole,male,110
2006,SGI,water.vole,male,110
2006,SGI,water.vole,male,110
2006,SGI,water.vole,male,110
2006,SGI,water.vole,male,110
2006,SGI,water.vole,male,110
2006,SGI,water.vole,male,110
2006,SGI,water.vole,male,110
2007,SGI,water.vole,male,110
2007,SGI,water.vole,male,110
2007,SGI,water.vole,male,110
2007,SGI,water.vole,male,110
2007,SGI,water.vole,male,110
2007,SGI,water.vole,male,110
2007,SGI,water.vole,male,110
2007,SGI,water.vole,male,110
2007,SGI,water.vole,male,110
2007,SGI,water.vole,male,110
2007,SGI,water.vole,male,110
2007,SGI,water.vole,male,110
2007,SGI,water.vole,male,110
2008,SGI,water.vole,male,110
2010,SGI,water.vole,male,110
2010,SGI,water.vole,male,110
2010,SGI,water.vole,male,110
2011,SGI,water.vole,male,110
2011,SGI,water.vole,male,110
2011,SGI,water.vole,male,110
2012,SGI,water.vole,male,110
1999,SGI,water.vole,male,115
1999,SGI,water.vole,male,115
2000,SGI,water.vole,male,115
2002,SGI,water.vole,male,115
2003,SGI,water.vole,male,115
2005,SGI,water.vole,male,115
2006,SGI,water.vole,male,115
2006,SGI,water.vole,male,115
2008,SGI,water.vole,male,115
2009,SGI,water.vole,male,115
2010,SGI,water.vole,male,115
2010,SGI,water.vole,male,115
1999,SGI,water.vole,male,120
2000,SGI,water.vole,male,120
2002,SGI,water.vole,male,120
2003,SGI,water.vole,male,120
2004,SGI,water.vole,male,120
2004,SGI,water.vole,male,120
2005,SGI,water.vole,male,120
2005,SGI,water.vole,male,120
2005,SGI,water.vole,male,120
2005,SGI,water.vole,male,120
2006,SGI,water.vole,male,120
2006,SGI,water.vole,male,120
2006,SGI,water.vole,male,120
2007,SGI,water.vole,male,120
2007,SGI,water.vole,male,120
2007,SGI,water.vole,male,120
2007,SGI,water.vole,male,120
2007,SGI,water.vole,male,120
2007,SGI,water.vole,male,120
2007,SGI,water.vole,male,120
2007,SGI,water.vole,male,120
2007,SGI,water.vole,male,120
2007,SGI,water.vole,male,120
2007,SGI,water.vole,male,120
2007,SGI,water.vole,male,120
2007,SGI,water.vole,male,120
2008,SGI,water.vole,male,120
2008,SGI,water.vole,male,120
2008,SGI,water.vole,male,120
2011,SGI,water.vole,male,120
2011,SGI,water.vole,male,120
2000,SGI,water.vole,male,123
1999,SGI,water.vole,male,125
1999,SGI,water.vole,male,125
2002,SGI,water.vole,male,125
2005,SGI,water.vole,male,125
2005,SGI,water.vole,male,125
2007,SGI,water.vole,male,125
2008,SGI,water.vole,male,125
2010,SGI,water.vole,male,125
1999,SGI,water.vole,male,130
2000,SGI,water.vole,male,130
2003,SGI,water.vole,male,130
2004,SGI,water.vole,male,130
2004,SGI,water.vole,male,130
2004,SGI,water.vole,male,130
2004,SGI,water.vole,male,130
2005,SGI,water.vole,male,130
2005,SGI,water.vole,male,130
2006,SGI,water.vole,male,130
2006,SGI,water.vole,male,130
2007,SGI,water.vole,male,130
2007,SGI,water.vole,male,130
2007,SGI,water.vole,male,130
2007,SGI,water.vole,male,130
2007,SGI,water.vole,male,130
2007,SGI,water.vole,male,130
2008,SGI,water.vole,male,130
2008,SGI,water.vole,male,130
2008,SGI,water.vole,male,130
2008,SGI,water.vole,male,130
2010,SGI,water.vole,male,130
2010,SGI,water.vole,male,130
2010,SGI,water.vole,male,130
2010,SGI,water.vole,male,130
2011,SGI,water.vole,male,130
2011,SGI,water.vole,male,130
2011,SGI,water.vole,male,130
1999,SGI,water.vole,male,135
2002,SGI,water.vole,male,135
2002,SGI,water.vole,male,135
2003,SGI,water.vole,male,135
2005,SGI,water.vole,male,135
2005,SGI,water.vole,male,135
2005,SGI,water.vole,male,135
2005,SGI,water.vole,male,135
2006,SGI,water.vole,male,135
2006,SGI,water.vole,male,135
2006,SGI,water.vole,male,135
2007,SGI,water.vole,male,135
2007,SGI,water.vole,male,135
2011,SGI,water.vole,male,135
1999,SGI,water.vole,male,140
2000,SGI,water.vole,male,140
2000,SGI,water.vole,male,140
2004,SGI,water.vole,male,140
2005,SGI,water.vole,male,140
2005,SGI,water.vole,male,140
2005,SGI,water.vole,male,140
2006,SGI,water.vole,male,140
2006,SGI,water.vole,male,140
2007,SGI,water.vole,male,140
2007,SGI,water.vole,male,140
2007,SGI,water.vole,male,140
2007,SGI,water.vole,male,140
2007,SGI,water.vole,male,140
2007,SGI,water.vole,male,140
2007,SGI,water.vole,male,140
2010,SGI,water.vole,male,140
2001,SGI,water.vole,male,142
2000,SGI,water.vole,male,145
2000,SGI,water.vole,male,145
2005,SGI,water.vole,male,145
2005,SGI,water.vole,male,145
2005,SGI,water.vole,male,145
2006,SGI,water.vole,male,145
2006,SGI,water.vole,male,145
2006,SGI,water.vole,male,145
2007,SGI,water.vole,male,145
2011,SGI,water.vole,male,145
2000,SGI,water.vole,male,148
2002,SGI,water.vole,male,150
2002,SGI,water.vole,male,150
2003,SGI,water.vole,male,150
2005,SGI,water.vole,male,150
2007,SGI,water.vole,male,150
2007,SGI,water.vole,male,150
2008,SGI,water.vole,male,150
2008,SGI,water.vole,male,150
2009,SGI,water.vole,male,150
2010,SGI,water.vole,male,150
2010,SGI,water.vole,male,150
2010,SGI,water.vole,male,150
2011,SGI,water.vole,male,150
2000,SGI,water.vole,male,160
2000,SGI,water.vole,male,160
2004,SGI,water.vole,male,160
2005,SGI,water.vole,male,160
2006,SGI,water.vole,male,160
2006,SGI,water.vole,male,160
2006,SGI,water.vole,male,160
2006,SGI,water.vole,male,160
2006,SGI,water.vole,male,160
2007,SGI,water.vole,male,160
2007,SGI,water.vole,male,160
2007,SGI,water.vole,male,160
2010,SGI,water.vole,male,160
2002,SGI,water.vole,male,165
2005,SGI,water.vole,male,165
2005,SGI,water.vole,male,165
2006,SGI,water.vole,male,165
2006,SGI,water.vole,male,165
2000,SGI,water.vole,male,170
2007,SGI,water.vole,male,170
2007,SGI,water.vole,male,170
2007,SGI,water.vole,male,170
2007,SGI,water.vole,male,170
2010,SGI,water.vole,male,170
2000,SGI,water.vole,male,175
2003,SGI,water.vole,male,175
2008,SGI,water.vole,male,175
2010,SGI,water.vole,male,175
2012,SGI,water.vole,male,175
2011,SGI,water.vole,male,178
2002,SGI,water.vole,male,180
2005,SGI,water.vole,male,180
2006,SGI,water.vole,male,180
2007,SGI,water.vole,male,180
2007,SGI,water.vole,male,180
2008,SGI,water.vole,male,180
2012,SGI,water.vole,male,180
2000,SGI,water.vole,male,185
2006,SGI,water.vole,male,185
2007,SGI,water.vole,male,185
1999,SGI,water.vole,male,190
2001,SGI,water.vole,male,190
2006,SGI,water.vole,male,190
2007,SGI,water.vole,male,190
2008,SGI,water.vole,male,190
2008,SGI,water.vole,male,190
2010,SGI,water.vole,male,190
2012,SGI,water.vole,male,190
1999,SGI,water.vole,male,195
2007,SGI,water.vole,male,195
